batch_index,start_sample,accuracy,drift_detected
1209,120900,0.97,True
1210,121000,0.98,True
1211,121100,1.0,True
1212,121200,0.99,True
1213,121300,0.98,True
1214,121400,1.0,True
1215,121500,1.0,True
1216,121600,1.0,True
1217,121700,0.97,True
1218,121800,0.98,True
1219,121900,1.0,True
1220,122000,0.99,True
1221,122100,1.0,True
1222,122200,1.0,True
1223,122300,0.99,True
1224,122400,1.0,True
1225,122500,1.0,True
1226,122600,1.0,True
1227,122700,0.99,True
1228,122800,1.0,True
1229,122900,1.0,True
1230,123000,0.99,True
1231,123100,0.97,True
1232,123200,0.99,True
1233,123300,1.0,True
1234,123400,1.0,True
1235,123500,1.0,True
1236,123600,1.0,True
1237,123700,1.0,True
